User_ID,UTC_Time,Account,Operation,Coin,Change,Remark
60091047,2023-08-15 02:05:12,Spot,Simple Earn Flexible Interest,USDT,2.227e-05,Binance Earn
60091047,2023-08-15 02:08:40,Spot,Simple Earn Flexible Interest,BTC,4e-08,Binance Earn
60091047,2023-08-15 02:33:06,Spot,Simple Earn Flexible Subscription,BTC,-4e-08,Binance Earn
60091047,2023-08-15 03:06:47,Spot,Simple Earn Flexible Subscription,USDT,-2.227e-05,Binance Earn
60091047,2023-08-16 02:06:32,Spot,Simple Earn Flexible Interest,BTC,6e-08,Binance Earn
60091047,2023-08-16 02:12:08,Spot,Simple Earn Flexible Interest,USDT,2.486e-05,Binance Earn
60091047,2023-08-16 02:35:26,Spot,Simple Earn Flexible Subscription,BTC,-6e-08,Binance Earn
60091047,2023-08-16 03:08:07,Spot,Simple Earn Flexible Subscription,USDT,-2.486e-05,Binance Earn
60091047,2023-08-17 02:22:16,Spot,Simple Earn Flexible Interest,USDT,2.486e-05,Binance Earn
60091047,2023-08-17 02:28:09,Spot,Simple Earn Flexible Interest,BTC,6e-08,Binance Earn
60091047,2023-08-17 02:35:16,Spot,Simple Earn Flexible Subscription,BTC,-6e-08,Binance Earn
60091047,2023-08-17 03:08:48,Spot,Simple Earn Flexible Subscription,USDT,-2.486e-05,Binance Earn
60091047,2023-08-17 22:24:47,USD-M Futures,Fee,USDT,-0.03696,TradeID - 4016207926
60091047,2023-08-17 22:29:37,Spot,Deposit,BRL,2000.0,
60091047,2023-08-17 22:45:31,USD-M Futures,Fee,USDT,-0.036813,TradeID - 4016417798
60091047,2023-08-17 22:45:31,USD-M Futures,Realized Profit and Loss,USDT,0.735,TradeID - 4016417798
60091047,2023-08-18 02:21:02,Spot,Simple Earn Flexible Interest,BTC,6e-08,Binance Earn
60091047,2023-08-18 02:21:17,Spot,Transaction Buy,USDT,397.3,
60091047,2023-08-18 02:21:17,Spot,Transaction Spend,BRL,-1990.473,
60091047,2023-08-18 02:24:33,Spot,Simple Earn Flexible Interest,USDT,2.486e-05,Binance Earn
60091047,2023-08-18 02:26:33,Spot,Transaction Spend,USDT,-397.138,
60091047,2023-08-18 02:26:33,Spot,Transaction Buy,BTC,0.01493,
60091047,2023-08-18 02:26:33,Spot,Transaction Fee,BTC,-1.493e-05,
60091047,2023-08-18 02:34:22,Spot,Simple Earn Flexible Subscription,BTC,-0.01491513,Binance Earn
60091047,2023-08-18 03:12:10,Spot,Simple Earn Flexible Subscription,USDT,-0.16202486,Binance Earn
60091047,2023-08-19 02:06:35,Spot,Simple Earn Flexible Interest,BTC,6e-08,Binance Earn
60091047,2023-08-19 02:09:57,Spot,Simple Earn Flexible Interest,USDT,2.487e-05,Binance Earn
60091047,2023-08-19 02:35:30,Spot,Simple Earn Flexible Subscription,BTC,-6e-08,Binance Earn
60091047,2023-08-19 03:07:28,Spot,Simple Earn Flexible Subscription,USDT,-2.487e-05,Binance Earn
60091047,2023-08-20 02:06:29,Spot,Simple Earn Flexible Interest,BTC,6e-08,Binance Earn
60091047,2023-08-20 02:07:43,Spot,Simple Earn Flexible Interest,USDT,3.153e-05,Binance Earn
60091047,2023-08-20 02:34:50,Spot,Simple Earn Flexible Subscription,BTC,-6e-08,Binance Earn
60091047,2023-08-20 03:06:59,Spot,Simple Earn Flexible Subscription,USDT,-3.153e-05,Binance Earn
60091047,2023-08-21 02:06:05,Spot,Simple Earn Flexible Interest,BTC,6e-08,Binance Earn
60091047,2023-08-21 02:07:19,Spot,Simple Earn Flexible Interest,USDT,3.153e-05,Binance Earn
60091047,2023-08-21 02:34:34,Spot,Simple Earn Flexible Subscription,BTC,-6e-08,Binance Earn
60091047,2023-08-21 03:08:53,Spot,Simple Earn Flexible Subscription,USDT,-3.153e-05,Binance Earn
60091047,2023-08-22 02:04:38,Spot,Simple Earn Flexible Interest,USDT,3.153e-05,Binance Earn
60091047,2023-08-22 02:06:16,Spot,Simple Earn Flexible Interest,BTC,6e-08,Binance Earn
60091047,2023-08-22 02:35:02,Spot,Simple Earn Flexible Subscription,BTC,-6e-08,Binance Earn
60091047,2023-08-22 03:06:37,Spot,Simple Earn Flexible Subscription,USDT,-3.153e-05,Binance Earn
60091047,2023-08-23 02:07:00,Spot,Simple Earn Flexible Interest,BTC,6e-08,Binance Earn
60091047,2023-08-23 02:08:06,Spot,Simple Earn Flexible Interest,USDT,3.154e-05,Binance Earn
60091047,2023-08-23 02:35:37,Spot,Simple Earn Flexible Subscription,BTC,-6e-08,Binance Earn
60091047,2023-08-23 03:08:54,Spot,Simple Earn Flexible Subscription,USDT,-3.154e-05,Binance Earn
60091047,2023-08-24 02:26:38,Spot,Simple Earn Flexible Interest,BTC,6e-08,Binance Earn
60091047,2023-08-24 02:32:36,Spot,Simple Earn Flexible Interest,USDT,3.154e-05,Binance Earn
60091047,2023-08-24 02:35:46,Spot,Simple Earn Flexible Subscription,BTC,-6e-08,Binance Earn
60091047,2023-08-24 03:06:37,Spot,Simple Earn Flexible Subscription,USDT,-3.154e-05,Binance Earn
60091047,2023-08-25 03:21:11,Spot,Simple Earn Flexible Interest,BTC,6e-08,Binance Earn
60091047,2023-08-25 03:28:29,Spot,Simple Earn Flexible Interest,USDT,3.154e-05,Binance Earn
60091047,2023-08-25 17:01:02,USD-M Futures,Fee,USDT,-0.07260848,TradeID - 4037801130
60091047,2023-08-25 17:34:42,Spot,Simple Earn Flexible Subscription,BTC,-6e-08,Binance Earn
60091047,2023-08-25 17:58:04,Spot,Simple Earn Flexible Subscription,USDT,-3.154e-05,Binance Earn
60091047,2023-08-26 00:00:00,USD-M Futures,Funding Fee,USDT,0.0139325,
60091047,2023-08-26 02:06:41,Spot,Simple Earn Flexible Interest,BTC,6e-08,Binance Earn
60091047,2023-08-26 02:16:00,Spot,Simple Earn Flexible Interest,USDT,3.154e-05,Binance Earn
60091047,2023-08-26 02:34:35,Spot,Simple Earn Flexible Subscription,BTC,-6e-08,Binance Earn
60091047,2023-08-26 03:03:52,Spot,Simple Earn Flexible Subscription,USDT,-3.154e-05,Binance Earn
60091047,2023-08-26 08:00:00,USD-M Futures,Funding Fee,USDT,0.0194454,
60091047,2023-08-26 13:20:04,Spot,Deposit,BRL,2000.0,
60091047,2023-08-26 13:38:16,Spot,Simple Earn Flexible Redemption,USDT,0.76790393,Binance Earn
